id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name
44306065,9891231754623,"Set 2 miếng độn giày silicon đệm khí êm chân, lót giày cả bàn tăng chiều cao 3cm, mã DG1L - màu ĐEN Bạn không tự tin với chiều cao của mình? Bạn muốn cải thiện chiều cao với những đôi đệm lót giày, t...",45999,45999,,0,0,3,,available,,1000,1000,,111461,OEM
77963515,1639444528555,"Dép size kép Form Nhỏ, Các Bạn Đặt tăng 1 size nhé.Thường bạn đi 34-35 thì đặt 36/37Thường Đi 36-37 thì đặt 38/39Thường Đi 38-39 thì đặt 40/41Thường Đi 40-41 thì đặt 42/43Thường Đi 42-43 thì đặt ...",79000,79000,,0,0,27,,available,,1000,1000,,741017,NineRed
250104261,7950188612050,"Dép Cao Gót Nữ sản phẩm được thiết kế bền đẹp kết hợp đế cao su êm nhẹ giúp bạn Nữ luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Được làm Bằng chất liệu da bò thật ...",349000,450000,,101000,22,5,,available,,1000,1000,,221061,BIGGBEN
271439907,8342942988096,Thường hiệu: BIGBENĐược làm Bằng chất liệu Da Bò Thật 100% .Sandal Nữ được xử lý đặc biệt để tạo Phong cách trẻ trung và Nữ tính.Bạn có thể kết hợp với các loại trang phục hằng ngày tùy theo ...,339000,400000,,61000,15,0,,available,,1000,1000,,221061,BIGGBEN
177190246,3233863312362,Giày Sandal nữ đế cao su xốp quai kẹp dây mảnh Thái Lan Monobo Maldives S2THÔNG TIN SẢN PHẨM- Tên sản phẩm: Giày Sandal nữ Thái Lan Monobo Maldives S2- Chất liệu: Cao su xốp + Chất liệu nhựa tổng h...,190000,224000,,34000,15,0,,available,,1000,1000,,111461,OEM
272187536,6106989377951,"Theo báo cáo của Metric về các sản phẩm “xịt khử mùi hôi giày” từ tháng 6/2022 đến tháng 3/2023, xịt khử mùi hôi giày XIMO đứng đầu trong cả hai hạng mục: Sản phẩm có lượt bán cao nhất và sản phẩm đạt...",89000,139000,,50000,36,0,,available,,1000,1000,,4995383,Ximo
175469722,6558586037761,"Giày chạy bộ nữ Under Armour Flow Velociti SE - 3024017 Bằng cách loại bỏ lớp đế ngoài bằng cao su truyền thống trong khi vẫn mang lại sự thoải mái, linh hoạt và lực kéo, với công nghệ đệm giày nhẹ ...",2277000,3795000,,1518000,40,1,,available,,1000,1000,,245129,Under Armour
108392260,7705498181890,"Chất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao : cao su cao 4 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢN1.Bảo quản nơi thoáng mát2.Tránh tiếp xúc hóa chất mạnh3.Giày,...",309000,450000,,141000,31,8,,available,,1000,1000,,221061,BIGGBEN
114880748,6808739352029," Giày Sandal Biti's Hunter với kiểu dáng đơn giản nhưng thời trang, mang lại sự thoải mái và tự tin cho bạn suốt ngày dài. Form đế hoàn toàn mới, thiết kế được nâng cấp và mặt đế hỗ trợ thêm phần đệm...",412000,499000,,87000,17,2,,available,,1000,1000,,240925,Biti's
219149472,6280590254887,"       Dép tông cực chất cho Hè 2023   Có 3 màu: Đen, nâu, trắng   Full size: từ 36 - 44.   Lội nước, đi mưa trong mùa mưa thỏa mái nhé các bạn   Chất liêu cao su non chống thấm cao cấp, quai ...",125000,250000,,125000,50,0,,available,,1000,1000,,111461,OEM
137253877,2092059922585,"       Khi sử dụng, sẽ nâng mũi chân sao cho vừa vặn với đôi giầy.   Miếng lót có thể giặt sạch dễ dàng, mau khô và tái sử dụng nhiều lần.   Chất liệu xốp mềm bọc vải, thoáng khí và thấm hút mồ ...",20000,20000,,0,0,5,,available,,1000,1000,,111461,OEM
50480487,8866447549333,"Giầy nhựa mềmĐế massage không chơn trượtPhù hợp đi mưa, đi biển chịu nước tốtKiểu dáng trang nhã lich sự có thể dùng đến văn phòng, đi chơi phố...",59000,59000,,0,0,190,,available,,1000,1000,,111461,OEM
68860369,1553506148855,"Dép được thiết kế trang nhã đẹp mắt, nhiều màu sắc cho bạn chọn lựaVật liệu nhựa EVA ( Ethylene vinyl acetate ). Nhẹ, có độ đàn hồi cao và độ bền cơ lý tốtDép có lỗ khí thoáng chân,Cả nam và nữ đều dù...",46000,46000,,0,0,0,,available,,1000,1000,,111461,OEM
16205515,8575742732622,"Giày Thể Thao Nữ BAZAS BZ198P Màu HồngChất liệu làm bằng vải sợi mềm mại tự nhiên, bền chắc, tạo sự thoải mái trong mỗi bước chân. Thiết kế ôm vừa chân với màu Xám Hồng dễ dàng phối màu với quần kak...",290000,290000,,0,0,50,,available,,1000,1000,,254285,BAZAS
